Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
CANN,TREES CORPORATION,Pink Limited,0.034100,-0.054616,82760,Common Stock,USA,Colorado
PTRRY,PRIO S A UNSP/ADR,Pink Limited,9.900000,0.042105,565,ADRs,Brazil,
FGCO,FINANCIAL GRAVITY COMP,OTCID,0.060000,0.200000,21672,Common Stock,USA,Texas
PYRGF,PYROGENESIS INC,OTCQX,0.179200,0.019746,40435,Foreign Ordinary Shares,Canada,Quebec
SNYYF,SANY HEAVY EQUIP INTL HLD,Pink Limited,1.550000,-0.057751,4368,Foreign Ordinary Shares,China,
SICNF,PIRATE GOLD CORP,OTCQB,0.210300,0.067513,312300,Foreign Ordinary Shares,Canada,Ontario
RSASF,RESAAS SERVICES INC ORD,OTCID,0.320000,-0.059598,31000,Foreign Ordinary Shares,Canada,British Columbia
BXRBF,BENDIGO & ADELAIDE BL ORD,Pink Limited,7.000000,,0,Foreign Ordinary Shares,Australia,Victoria
GYST,GRAYSTONE CO INC A,Pink Limited,0.001900,0.049724,20000,Common Stock,USA,Florida
GEGYF,GENEL ENERGY PLC ORD,Pink Limited,0.831500,,0,Foreign Ordinary Shares,United Kingdom,England
GEGYY,GENEL ENERGY PLC UNSP/ADR,Pink Limited,0.720600,,0,ADRs,United Kingdom,England
AGSVF,ARGENTUM SILVER CORP,Pink Limited,0.112300,,0,Foreign Ordinary Shares,Canada,British Columbia
PRDSF,PRADA SPA ORD,Pink Limited,5.130000,0.001953,1500,Foreign Ordinary Shares,Italy,
PRDSY,PRADA SPA UNSP/ADR,Pink Limited,10.205000,-0.011622,16317,ADRs,Italy,
SRKZF,SKY GOLD CORP,Pink Limited,0.065000,0.114923,11500,Foreign Ordinary Shares,Canada,British Columbia
LNSPF,LONDONMETRIC PROPERTY PLC,Pink Limited,2.775000,0.034483,2264,Foreign Ordinary Shares,United Kingdom,
AAGFF,AFTERMATH SILVER LTD ORD,OTCQX,0.809900,-0.035833,1588867,Foreign Ordinary Shares,Canada,British Columbia
HXPLF,HEXPOL AB ORD NEW,Pink Limited,9.930000,,0,Foreign Ordinary Shares,Sweden,
HXXPY,HEXPOL AB UNSP/ADR,Pink Limited,9.324378,,0,ADRs,Sweden,
WNRS,WINNERS INC,Pink Limited,0.001600,,0,Common Stock,USA,Nevada
EHGRF,STAR ENTMT GROUP LTD ORD,Pink Limited,0.115000,,0,Foreign Ordinary Shares,,
RSNUF,RENASCOR RES LTD,Pink Limited,0.036300,,0,Foreign Ordinary Shares,,
SLRRF,SILVER RANGE RES LTD ORD,Pink Limited,0.140000,,4,Foreign Ordinary Shares,Canada,British Columbia
VDOMF,VAL-D OR MNG CORP,OTCQB,0.070000,0.000000,21812,Foreign Ordinary Shares,Canada,Quebec
URANF,INTL PROSPECT VENTURS LTD,Pink Limited,0.014000,,0,Foreign Ordinary Shares,,
WEXPF,WESTERN EXPL INC VTG,OTCQX,0.728000,0.013744,164002,Foreign Ordinary Shares,Canada,British Columbia
SFRGF,SALVATORE FERRAGAMO ORD,Pink Limited,10.150000,,0,Foreign Ordinary Shares,Italy,
SFRGY,SALVATORE FERRAG UNSP/ADR,Pink Limited,3.755000,-0.032216,6858,ADRs,Italy,
CRNRF,CARBINE RESOURCES LTD,Pink Limited,0.010000,,0,Foreign Ordinary Shares,,
CTTZF,CENTAURUS METALS LTD ORD,OTCQX,0.460000,0.000000,99857,Foreign Ordinary Shares,Australia,Western Australia
FJIOF,FUJICCO CO LTD ORD,Pink Limited,12.580000,,0,Foreign Ordinary Shares,Japan,
PGTRF,PEGATRON CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ECSNF,ECOSYNTHETIX INC ORD,Pink Limited,2.850000,,0,Foreign Ordinary Shares,Canada,Ontario
NASO,NAPLES SOAP COMPANY INC,OTCQB,0.297000,,5,Common Stock,USA,Florida
MCRPF,MICROPORT SCIENTIFIC CORP,Pink Limited,1.570000,-0.048485,1000,Foreign Ordinary Shares,China,
NFYEF,NFI GROUP INC,Pink Limited,12.440000,0.003226,19955,Foreign Ordinary Shares,Canada,Manitoba
NWTNY,NEWTON RES LTD ADR,Pink Limited,0.000000,,0,ADRs,,
LRNRF,LEGACY IRON ORE LTD,Pink Limited,0.050000,,0,Foreign Ordinary Shares,,
SKHRF,STAKEHOLDER GOLD CORP,OTCQB,0.920400,0.011429,1000,Foreign Ordinary Shares,Canada,Ontario
CVSI,CV SCIENCES INC,OTCQB,0.044800,0.004484,300113,Common Stock,USA,California
CGLCF,CASSIAR GOLD CORP,OTCQX,0.355600,-0.030005,524312,Foreign Ordinary Shares,Canada,British Columbia
IMXXF,IMPAX ENVIRNMNTL MARK ORD,Pink Limited,5.210000,,0,Foreign Ordinary Shares,United Kingdom,
PGPKY,PGE POLSKA ENERG UNSP/ADR,Pink Limited,4.580000,,0,ADRs,,
HHBHF,HARTALEGA HOLDINGS BHD,Pink Limited,2.550000,,0,Foreign Ordinary Shares,Malaysia,
WVMDF,WEST VAULT MINING INC.,OTCQX,1.650000,-0.005964,10249,Foreign Ordinary Shares,Canada,British Columbia
STTX,STRATEX OIL & GAS HLDG,OTCID,0.003000,,0,Common Stock,USA,Connecticut
TSOCF,TAISEI ONCHO CO LTD ORD,Pink Limited,17.900000,,0,Foreign Ordinary Shares,,
DNCVF,DEFIANCE SILVER CORP,OTCQX,0.273700,-0.073773,709704,Foreign Ordinary Shares,Canada,British Columbia
CRSQ,CORPORATE RESTAURANT CNCP,Pink Limited,0.005800,,0,Common Stock,USA,Kansas
SMOFF,SONORO GOLD CORP,OTCQB,0.232500,-0.013451,415244,Foreign Ordinary Shares,Canada,British Columbia
GJNSF,GJENSIDIGE FORSIKRING ASA,Pink Limited,17.523600,,0,Foreign Ordinary Shares,Norway,
GJNSY,GJENSIDIGE FORSKR UNS/ADR,Pink Limited,30.590000,0.059394,1119,ADRs,Norway,
LPMDF,LIPPO MALLS INDONESIA TR,Pink Limited,0.006000,,0,Fund,Singapore,
AGIN,AMERICAN GRAPHITE TECHS,OTCID,0.002800,-0.222222,128000,Common Stock,USA,New York
KOZAY,KOZA ALTIN ISLEML UNS/ADR,Pink Limited,8.000000,,0,ADRs,Turkey,
ARSMF,ARES STRATEGIC MNG NEW,OTCQX,0.445700,-0.031087,1054228,Foreign Ordinary Shares,Canada,British Columbia
NIPMY,NH FOODS LTD UNSP/ADR,Pink Limited,21.500000,,0,ADRs,Japan,
NAFSD,HAVANA ROASTERS COFFEE CO,OTCID,1.120000,-0.552000,3651,Common Stock,USA,Florida
CNPRF,CONDOR ENERGIES INC,Pink Limited,1.470000,0.018006,4200,Foreign Ordinary Shares,Canada,Alberta
QNMDF,Q & M DENTAL GRP LTD NEW,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Singapore,
NZERF,NEW ZEALAND ENERGY CORP,Pink Limited,0.188500,,0,Foreign Ordinary Shares,New Zealand,
RSLBF,RAYSEARCH LABS AB ORD,Pink Limited,23.000000,,0,Foreign Ordinary Shares,Sweden,
SNTUF,SANTANDER UK PLC 10 3/8,Pink Limited,2.100000,,0,Preferred Stock,United Kingdom,England
STNDF,SANTANDER UK PLC 8 5/8%,Pink Limited,1.500000,,0,Preferred Stock,United Kingdom,England
GUOTF,GUOTAI JUNAN INT HL SHS,Pink Limited,0.330000,,0,Foreign Ordinary Shares,,
NTCPF,NORTHISLE COPPE & GOLD,OTCQX,2.030000,-0.021121,1473899,Foreign Ordinary Shares,Canada,British Columbia
ZLDPF,ZEALAND PHARMA A/S ORD,Pink Limited,67.750000,,105,Foreign Ordinary Shares,Denmark,
ZLDPY,ZEALAND PHARMA UNSP/ADR,Pink Limited,14.270000,,0,ADRs,Denmark,
EBOSF,EBOS GROUP LTD ORD,Pink Limited,23.750000,,0,Foreign Ordinary Shares,,
EBOSY,EBOS GROUP LTD S/ADR,Pink Limited,35.030000,,2,ADRs,,
SITIF,SITC INTL HLDGS CO ORD,Pink Limited,3.840000,0.066667,2000,Foreign Ordinary Shares,,
SITIY,SITC INTL HLDG UNSP/ADR,Pink Limited,38.980000,0.035463,568,ADRs,,
SCNA,SMART CANNABIS CORP,Pink Limited,0.000300,0.000000,8150,Common Stock,USA,California
MGMLF,MAPLE GOLD MINES LTD,OTCQX,1.978000,-0.029441,163839,Foreign Ordinary Shares,Canada,British Columbia
RHCGF,RYMAN HEALTHCARE ORD,Pink Limited,1.750000,,0,Foreign Ordinary Shares,New Zealand,
RYHTY,RYMAN HEALTHCARE UNSP/ADR,Pink Limited,8.605000,,0,ADRs,New Zealand,
HFUS,HARTFORD CREATIVE GROUP,OTCID,5.357500,,0,Common Stock,USA,California
GWIN,GLORYWIN ENTMT GROUP INC,Pink Limited,0.176100,,0,Common Stock,USA,Texas
PWZYF,POWSZECHNY ZAKLA ORD,Pink Limited,16.246000,,0,Foreign Ordinary Shares,,
PZAKY,POWSZECHNY ZAKLA UNSP/ADR,Pink Limited,20.080000,,0,ADRs,,
SHPHF,SIHUAN PHARM HOLDINGS GP,Pink Limited,0.170000,,0,Foreign Ordinary Shares,,
SHPHY,SIHUAN PHARM HLDGS ADR,Pink Limited,0.000000,,0,ADRs,,
SHPMF,SHANGHAI PHARMS HL H ORD,Pink Limited,1.460000,,0,Foreign Ordinary Shares,China,
SHPMY,SHANGHAI PHARMS UNSP/ADR,Pink Limited,8.230000,,0,ADRs,China,
PTJSF,PT JASA MARGA PERSERO B,Pink Limited,0.212400,,0,Foreign Ordinary Shares,Indonesia,
PTJSY,PT JASA MARGA PSR ADR,Pink Limited,4.560000,,0,ADRs,Indonesia,
PBAM,PRIVATE BANCORP OF AMER,OTCQX,59.990000,-0.000167,2115,Common Stock,USA,California
CHRYY,CHORUS LIMITED S/ADR,Pink Limited,28.335000,0.002477,103,ADRs,New Zealand,
GIFX,GIFA INC,OTCID,0.019000,-0.005236,108000,Common Stock,Turkey,
CHKR,CHESAPEAKE GRANITE WATR,OTCID,0.421480,-0.039909,14854,Units,USA,Texas
PAANF,PAN AMERN ENERGY CORP,OTCQB,0.805100,-0.065413,69323,Foreign Ordinary Shares,Canada,Alberta
ORENF,ORIGIN ENTERPRISES PLC,Pink Limited,4.900000,,0,Foreign Ordinary Shares,,
AAAIF,ALTERNATIVE INVSTMENT TR,Pink Limited,0.550000,,0,Fund,,
SXOOF,ST GEORGES ECO MNG CORP,OTCQB,0.042000,-0.024164,314400,Foreign Ordinary Shares,Canada,Quebec
VCGMF,VISIONARY COPPR  GOLD MIN,OTCQB,0.558800,-0.019649,46897,Foreign Ordinary Shares,Canada,British Columbia
AXIIF,ALEXIUM INTL GRP LTD ORD,Pink Limited,0.000800,,0,Foreign Ordinary Shares,Australia,Western Australia
ATCUF,ALTA COPPER CORP,OTCQX,0.977100,-0.001941,6410,Foreign Ordinary Shares,Canada,British Columbia
CAIXY,CAIXABANK SA UNSP/ADR,Pink Limited,4.130000,-0.014320,570043,ADRs,Spain,
CIXPF,CAIXABANK SA ORD,Pink Limited,12.250000,0.000817,259,Foreign Ordinary Shares,Spain,
NEXOF,NEXON CO LTD ORD,Pink Limited,25.500000,,0,Foreign Ordinary Shares,Japan,
NEXOY,NEXON CO LTD UNSP/ADR,Pink Limited,27.050000,-0.028725,55094,ADRs,Japan,
OSSFF,EMBLA MEDICAL,Pink Limited,5.040000,,0,Foreign Ordinary Shares,Iceland,
OSSUY,EMBLA MEDICAL HF S/ADR,Pink Limited,5.610000,0.010811,300,ADRs,Iceland,
SEEMF,SEEING MACHINES LTD,Pink Limited,0.063500,-0.023077,5000,Foreign Ordinary Shares,Australia,
RMETF,RACKLA METALS INC,Pink Limited,0.083900,-0.161000,40666,Foreign Ordinary Shares,,
GZTGF,G CITY LTD,Pink Limited,2.500000,,0,Foreign Ordinary Shares,Israel,
NULGF,NULEGACY GOLD CORP,Pink Limited,0.342000,,80,Foreign Ordinary Shares,Canada,British Columbia
APMSF,APERAM SA ORD,Pink Limited,40.130700,,0,Foreign Ordinary Shares,,
CBULF,GRATOMIC INC,Pink Limited,0.020000,-0.166667,4000,Foreign Ordinary Shares,Canada,Ontario
CGLD,BUSCAR COMPANY,Pink Limited,0.044900,0.247222,30077,Common Stock,USA,California
FUNI,"HYPHA LABS, INC.",OTCQB,0.037000,,0,Common Stock,USA,Nevada
ENEVF,ENEREV5 METALS INC,Pink Limited,0.007500,-0.184783,98848,Foreign Ordinary Shares,Canada,Ontario
ASCC,ARISTOCRAT GRP CORP,OTCID,0.060000,,0,Common Stock,USA,Texas
DNGYF,DONGYUE GROUP LTD ORD,Pink Limited,1.080000,,0,Foreign Ordinary Shares,China,Hong Kong
INDOY,INDORAMA VNTRS UNSP/ADR,Pink Limited,5.900000,,0,ADRs,Thailand,
HWDJF,HOWDEN JOINERY GRP ORD,Pink Limited,11.320000,-0.017787,2557,Foreign Ordinary Shares,United Kingdom,England
HWDJY,HOWDEN JOINERY UNSP/ADR,Pink Limited,44.500000,,0,ADRs,United Kingdom,England
EEENF,88 ENERGY LTD,OTCQB,0.015500,-0.051988,447708,Foreign Ordinary Shares,Australia,Western Australia
YWRLF,DIXIE GOLD INC,Pink Limited,0.030000,,0,Foreign Ordinary Shares,Canada,British Columbia
BCDS,BLAQCLOUDS INC,OTCID,0.008155,-0.073295,26931477,Common Stock,USA,Pennsylvania
IEGCF,INDEPENDENCE GOLD CORP,OTCQB,0.077700,-0.067227,441040,Foreign Ordinary Shares,Canada,British Columbia
LCTC,LIFELOC TECHNOLOGIES INC,OTCID,2.250000,,0,Common Stock,USA,Colorado
OBBCY,OBIC BUSI CNSULTNTS U/ADR,Pink Limited,0.000000,,0,ADRs,Japan,
OBIBF,OBIC BUSINESS CONSULTANTS,Pink Limited,60.900000,,0,Foreign Ordinary Shares,Japan,
BCHHF,BUCHER HOLDING AG ORD,Pink Limited,444.000000,,0,Foreign Ordinary Shares,,
EPRJF,EMPEROR WATCH & JEWELLERY,Pink Limited,0.042400,,0,Foreign Ordinary Shares,,
ZTTO,ZITTO INC,OTCID,0.008800,,0,Common Stock,USA,California
SURRF,SUN ART RETAIL GP LTD ORD,Pink Limited,0.250000,,0,Foreign Ordinary Shares,China,Hong Kong
SURRY,SUN ART RETAIL UNSP/ADR,Pink Limited,1.900000,,1,ADRs,China,Hong Kong
TBNAF,TACHIBANA ELETECH CO LTD,Pink Limited,20.200000,,0,Foreign Ordinary Shares,,
BTZI,BOTS INC,Pink Limited,0.001700,-0.227273,157066,Common Stock,USA,Puerto Rico
ELEEF,ELEMENT FLEET MGMT CORP,Pink Limited,25.290000,0.008373,20901,Foreign Ordinary Shares,Canada,Ontario
ELFTY,ELEMENT FLEET MGMT U/ADR,Pink Limited,0.000000,,0,ADRs,Canada,Ontario
PKRKY,PT KRAKATAU STL UNSP/ADR,Pink Limited,5.750000,,0,ADRs,Indonesia,
PKRSF,PT KRAKATAU STEEL PERSERO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Indonesia,
ENMPF,ENSURGE MICROPWER ASA,OTCQB,0.090000,,0,Foreign Ordinary Shares,Norway,
ENMPY,ENSURGE MICROPOWER S/ADR,OTCQB,0.279400,-0.078952,400,ADRs,Norway,
WNFT,WORLDWIDE NFT INC,Pink Limited,0.005100,0.000000,103777,Common Stock,USA,Nevada
JFIL,JUBILANT FLAME INTL LTD,OTCQB,0.022700,,0,Common Stock,China,
PHCLF,PURE ONE CORP LTD,Pink Limited,0.020000,,0,Foreign Ordinary Shares,Australia,New South Wales
ANKOF,ANGKOR RESOURCES CORP,OTCQB,0.278000,0.024092,46682,Foreign Ordinary Shares,Canada,Alberta
VDMCY,VODACOM GROUP LTD S/ADR,Pink Limited,9.570000,0.021345,17085,ADRs,South Africa,
VODAF,VODACOM GROUP LTD ORD,Pink Limited,7.881400,,0,Foreign Ordinary Shares,South Africa,
DSOL,DRUG FREE SOLUTION INC,Pink Limited,0.001400,,0,Common Stock,USA,California
NHOLF,SOMPO HLDGS INC ORD,Pink Limited,29.810000,,0,Foreign Ordinary Shares,Japan,
SMPNY,SOMPO HOLDINGS INC U/ADR,Pink Limited,17.240000,0.019515,109957,ADRs,Japan,
RIINF,CANADIAN CRITICAL MNRLS,OTCQB,0.032500,0.097973,744100,Foreign Ordinary Shares,Canada,Alberta
IPNFF,IMAGINEAR INC,OTCQB,0.011400,-0.102362,25641,Foreign Ordinary Shares,USA,Pennsylvania
CRSLF,CAR GROUP LTD,Pink Limited,20.580000,,0,Foreign Ordinary Shares,Australia,Victoria
CSXXY,CAR GROUP LTD U/ADR,Pink Limited,40.545000,-0.048909,229,ADRs,Australia,Victoria
CWGYF,CARNEGIE CLEAN ENERGY NEW,OTCQB,0.045200,-0.069001,12000,Foreign Ordinary Shares,Australia,Western Australia
PSUTF,PT ALAM SUTERA REALTY TBK,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ZLIOF,ZOOMLION HEAVY INDSTRY SC,Pink Limited,1.054850,,0,Foreign Ordinary Shares,China,
ZLIOY,ZOOMLION HVY IND UNSP/ADR,Pink Limited,9.990000,,0,ADRs,China,
BCCEF,BACTECH ENVIRONMENTAL CRP,OTCQB,0.030820,0.027333,4000,Foreign Ordinary Shares,Canada,Ontario
LPKGF,LUPAKA GOLD CORP,Pink Limited,0.240000,,70,Foreign Ordinary Shares,Canada,British Columbia
HPMCF,AFRICA ENERGY CORP,Pink Limited,0.108800,,0,Foreign Ordinary Shares,Canada,British Columbia
NSRPF,NOVO RES CORP,OTCQB,0.143000,-0.072031,445845,Foreign Ordinary Shares,Canada,British Columbia
BIEI,PREMIER BIOMEDICAL INC,OTCID,0.000800,-0.157895,18989451,Common Stock,USA,California
SHGXY,SHENGUAN HLDGS GP UNS/ADR,Pink Limited,0.662000,,1,ADRs,China,
LEMIF,LEADING EDGE MATERIALS CO,OTCQB,0.240900,-0.055294,33500,Foreign Ordinary Shares,Canada,British Columbia
ENDV,NDONOVO THERAPEUTICS INC,OTCID,0.000001,-0.980000,7000,Common Stock,USA,California
GSHRF,GOLD X2 MINING INC,OTCQB,1.039900,0.191371,2196591,Foreign Ordinary Shares,Canada,British Columbia
CUUCF,COMPUTACENTER PLC,Pink Limited,15.522300,,0,Foreign Ordinary Shares,,
HKTTF,HKT TRUST AND HKT LTD ORD,Pink Limited,1.600500,,0,Foreign Ordinary Shares,China,Hong Kong
HKTTY,HKT TRUST AND HK UNSP/ADR,Pink Limited,14.750000,,0,ADRs,China,Hong Kong
MCSLF,MCMILLAN SHAKESPEARE LTD,Pink Limited,11.331400,,0,Foreign Ordinary Shares,,
MMSHY,MCMILLAN SHAKESPEARE ADR,Pink Limited,0.000000,,0,ADRs,,
FLGZY,FLUGHAFEN ZUERICH UNS/ADR,Pink Limited,12.980000,,0,ADRs,Switzerland,
PPOKF,PT CHAROEN POKPHAND IND,Pink Limited,0.340000,,0,Foreign Ordinary Shares,,
GNMLF,GENOMMA LAB INTL SAB ORD,Pink Limited,1.039900,,0,Foreign Ordinary Shares,Mexico,
ECAOF,ECO ATLANTIC OIL&GAS ORD,Pink Limited,0.516160,0.171174,152127,Foreign Ordinary Shares,Canada,Ontario
DSRNY,DIASORIN SPA U/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
BGSHF,SHIN NIPPON PLC BAILLE,Pink Limited,1.200000,,0,Foreign Ordinary Shares,,
WSNAF,WESANA HEALTH HLDGS INC,Pink Limited,0.016300,0.239544,640,Foreign Ordinary Shares,USA,Illinois
PTRVF,AVILA ENERGY CORP,Pink Limited,0.000500,,0,Foreign Ordinary Shares,Canada,Alberta
LVGLF,LAKE VICTORIA GOLD LTD,OTCQB,0.220000,0.016824,218918,Foreign Ordinary Shares,Canada,British Columbia
TAKOF,VOLATUS AEROSPACE INC,OTCQX,0.406000,-0.067417,362552,Foreign Ordinary Shares,Canada,Ontario
PTXAF,PT XLSMRT TELECOM SEJATRA,Pink Limited,0.240000,,0,Foreign Ordinary Shares,Indonesia,
PTXKY,PT XLSMART TELCOM U/ADR,Pink Limited,4.233000,-0.140508,3613,ADRs,Indonesia,
XERYY,XERO LTD UNSP/ADR,Pink Limited,0.000000,,0,ADRs,USA,California
XROLF,XERO LTD ORD,Pink Limited,68.500000,-0.000584,250,Foreign Ordinary Shares,USA,California
AOCIF,AUTOCANADA INC,Pink Limited,20.190000,0.014063,5539,Foreign Ordinary Shares,,
BCKMF,BECKER MILK LTD ORD,Pink Limited,9.800000,,0,Foreign Ordinary Shares,Canada,Ontario
GGGOF,GOLCONDA GOLD LTD,OTCQB,2.840000,0.021583,182010,Foreign Ordinary Shares,Canada,Ontario
ILIM,IL2M INTERNATIONAL CORP,Pink Limited,0.000400,,0,Common Stock,USA,California
PTMKF,PT ULTRAJAYA MILK IND&TRD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ATOXF,QUANTUM CRITICAL MTLS CRP,OTCQB,0.132900,-0.074513,401597,Foreign Ordinary Shares,Canada,British Columbia
ARRT,ARTISAN CONSUMER GOODS,Pink Limited,0.180360,,0,Common Stock,USA,Washington
ABBAF,ABRDN ASIAN INCOME FUND,Pink Limited,2.200000,,0,Foreign Ordinary Shares,United Kingdom,England
HICLF,HICL INFRASTRUCTURE PLC,Pink Limited,1.450000,,0,Foreign Ordinary Shares,,
EEYCF,ENCE ENERGIA Y CELSA,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PESAF,PANORO ENERGY ASA ORD NEW,Pink Limited,1.800000,,0,Foreign Ordinary Shares,,
PIFFY,PT INDOFOOD CBP UNSP/ADR,Pink Limited,9.850000,,0,ADRs,Indonesia,
PNDFF,PT INDOFOOD CBP ORD,Pink Limited,0.490000,,0,Foreign Ordinary Shares,Indonesia,
RBTEF,ROBERTET SA ORD,Pink Limited,1010.000000,,0,Foreign Ordinary Shares,,
VPIM,VITALITY PRIME INC,OTCID,0.650000,,0,Common Stock,USA,California
ASGOF,ASANTE GOLD CORP,OTCQX,1.540000,0.013158,89261,Foreign Ordinary Shares,Canada,British Columbia
BTGRF,BTS GRP HLDGS PUB CO,Pink Limited,0.074100,,0,Foreign Ordinary Shares,Thailand,
BTLWF,BTS GROUP PCL WTS 26,Pink Limited,0.050300,,0,Warrants,Thailand,
BTSGY,BTS GROUP HLDGS UNSP/ADR,Pink Limited,3.080000,,0,ADRs,Thailand,
SMSEY,SAMSONITE GRP SA U/ADR,Pink Limited,12.740000,-0.012977,121325,ADRs,China,Hong Kong
SMSOF,SAMSONITE GROUP S A,Pink Limited,2.100000,,0,Foreign Ordinary Shares,China,Hong Kong
NETWF,NETWORK MEDIA GROUP INC,OTCQB,0.080000,,0,Foreign Ordinary Shares,Canada,British Columbia
ENDMF,ENDURO METALS CORP,OTCQB,0.163000,-0.094142,26424,Foreign Ordinary Shares,Canada,British Columbia
TOGOF,TOMAGOLD CORP CL A ORD,Pink Limited,0.072500,0.028369,24500,Foreign Ordinary Shares,Canada,Quebec
TRII,TRIO RESOURCES INC,OTCID,0.001700,,0,Common Stock,China,
MRMD,MARIMED INC,OTCQX,0.086800,-0.004587,535443,Foreign Ordinary Shares,USA,Massachusetts
ROSN,ROSINBOMB,OTCID,0.025000,-0.038462,9200,Common Stock,USA,Arizona
SRCAF,STRIA LITHIUM INC,OTCQB,0.436000,,0,Foreign Ordinary Shares,Canada,Ontario
TCGGY,TECAN GROUP AG U/ADR,Pink Limited,36.000000,,0,ADRs,,
ELEK,ELEKTROS INC,Pink Limited,0.010000,0.000000,491379,Common Stock,USA,Florida
SHGI,SPARX HLDGS GROUP INC,Pink Limited,0.013000,,0,Common Stock,USA,Rhode Island
MAGE,MAGELLAN COPPER AND GOLD,OTCID,0.219000,0.014312,2068,Common Stock,USA,Idaho
CJEWF,CHOW TAI FOOK JEWELLERY,Pink Limited,1.900000,,0,Foreign Ordinary Shares,China,Hong Kong
CJEWY,CHOW TAI FOOK JEWELRY ADR,Pink Limited,18.550000,,1,ADRs,China,Hong Kong
FSTJ,FIRST AMERICA RES CORP,Pink Limited,0.510000,,0,Common Stock,USA,Illinois
LNMG,LINIKE MEDICAL GROUP LTD,OTCID,0.017720,,0,Common Stock,China,
KPLIF,KEPPEL INFRA TR NEW UNIT,Pink Limited,0.394250,,0,Units,,
LTNC,LABOR SMART INC,OTCID,0.000400,0.333333,106534002,Common Stock,USA,Wyoming
MDMP,MDM PERMIAN INC,OTCID,0.004600,0.069767,51550,Common Stock,USA,Texas
CLOQ,CYBERLOQ TECHNLOS INC,OTCQB,0.180200,-0.051579,856,Common Stock,USA,Florida
HADV,HEALTH ADVANCE INC,OTCID,0.000300,0.000000,4900000,Common Stock,Canada,Ontario
PREIF,PRECIPITATE GOLD CORP,OTCQB,0.311260,-0.111320,361822,Foreign Ordinary Shares,Canada,British Columbia
WYCC,WORRY FREE HLDGS CO,Pink Limited,0.000500,,0,Common Stock,Malaysia,
CKALF,COKAL LTD. ORD,Pink Limited,0.035000,,0,Foreign Ordinary Shares,Australia,
MAGMF,MAGMA SILVER CORP,OTCQB,0.306500,0.096209,260172,Foreign Ordinary Shares,Canada,British Columbia
BCUCF,BRUNELLO CUCINELLI SPA,Pink Limited,101.650000,,0,Foreign Ordinary Shares,Italy,
BCUCY,BRUNELLO CUCIN UNSP/ADR,Pink Limited,9.410000,0.003198,146884,ADRs,Italy,
DIGTF,THRUVISION GROUP PLC,Pink Limited,0.008100,,0,Foreign Ordinary Shares,,
VVCHF,VIVA CHINA HLDGS LTD,Pink Limited,0.090000,,0,Foreign Ordinary Shares,,
MAPIF,MAPLETREE INDUSTRIAL TR,Pink Limited,1.520000,,0,Foreign Ordinary Shares,Singapore,
CIMDF,CIMB GROUP HLDGS BHD ORD,Pink Limited,2.250000,0.000000,100,Foreign Ordinary Shares,Malaysia,
XNGIF,XINGDA INTL HLDGS LTD ORD,Pink Limited,0.128500,,0,Foreign Ordinary Shares,China,
OODH,ORION DIVERSIFIED HLD CO,OTCID,0.352000,-0.035566,22400,Common Stock,USA,Nevada
CEZZY,CEZ AS S/GDR 144A,Pink Limited,23.899800,,0,New York Registry Shs,,
IPHXF,PHOENIX HOLDINGS LTD,Pink Limited,44.000000,,0,Foreign Ordinary Shares,,
EXETF,EXTENDICARE INC,Pink Limited,17.240000,-0.005193,2775,Foreign Ordinary Shares,Canada,Ontario
OAKV,OAK VIEW BANKSHARES INC,OTCID,14.000000,0.000000,2620,Common Stock,USA,Virginia
PGCMF,PUREGOLD PRICE CLUB INC,Pink Limited,0.671064,,0,Foreign Ordinary Shares,Philippines,
PRGLY,PUREGOLD PRICE CLUB ADR,Pink Limited,6.000000,,0,ADRs,Philippines,
ASGTF,ALTUS GROUP LTD,Pink Limited,35.050000,0.000285,2834,Foreign Ordinary Shares,Canada,Ontario
PETV,PETVIVO HOLDINGS INC,OTCQX,0.979100,0.030632,20280,Common Stock,USA,Minnesota
PETVW,PETVIVO HOLDINGS INC WTS,OTCID,0.027000,,0,Warrants,USA,Minnesota
WTER,ALKALINE WATER CO,OTCID,0.138800,-0.183529,85983,Common Stock,USA,Arizona
UNIF,U&I FINANCIAL CORP,OTCQX,3.770000,-0.028351,250,Common Stock,USA,Washington
BAUFF,BLUE STAR GOLD CORP,OTCQB,0.220000,-0.012124,123870,Foreign Ordinary Shares,Canada,British Columbia
NCFFF,NORTHCLIFF RESOURCES LTD,Pink Limited,0.297300,0.098264,39012,Foreign Ordinary Shares,Canada,British Columbia
TNPGY,TAURON POLSKA ENG UNS/ADR,Pink Limited,30.920000,,0,ADRs,Poland,
CRCBY,CHONGQUING RURAL COML BK,Pink Limited,33.835000,,0,ADRs,China,
GBBYF,GOODBABY INTL HLDGS ORD,Pink Limited,0.170000,,0,Foreign Ordinary Shares,,
MITCF,MITANI CORP,Pink Limited,13.174600,,0,Foreign Ordinary Shares,,
